RptDt;TckrSymb;MktNm;SctyCtgyNm;TradgStartDt;TradgEndDt;ISIN;TradgCcy;SpcfctnCd;CrpnNm
21/09/21;R1KU34;EQUITY-CASH;BDR;13/10/20;31/12/99;BRR1KUBDR001;BRL;DRN;ROKU INC
21/09/21;R1LC34;EQUITY-CASH;BDR;24/06/21;31/12/99;BRR1LCBDR007;BRL;DRN;RALPH LAUREN CORP
21/09/21;R1MD34;EQUITY-CASH;BDR;18/08/21;31/12/99;BRR1MDBDR003;BRL;DRN;RESMED INC
21/09/21;R1OK34;EQUITY-CASH;BDR;13/08/21;31/12/99;BRR1OKBDR004;BRL;DRN;ROCKWELL AUTOMATION INC
21/09/21;R1OL34;EQUITY-CASH;BDR;09/08/21;31/12/99;BRR1OLBDR002;BRL;DRN;ROLLINS INC
21/09/21;R1OP34;EQUITY-CASH;BDR;07/07/21;31/12/99;BRR1OPBDR003;BRL;DRN;ROPER TECHNOLOGIES INC
21/09/21;R1SG34;EQUITY-CASH;BDR;30/06/21;31/12/99;BRR1SGBDR003;BRL;DRN;REPUBLIC SERVICES INC
21/09/21;R1YA34;EQUITY-CASH;BDR;19/10/20;31/12/99;BRR1YABDR004;BRL;DRN;RYANAIR HOLDINGS PLC
21/09/21;R2BL34;EQUITY-CASH;BDR;16/08/21;31/12/99;BRR2BLBDR007;BRL;DRN;Roblox Corporation
21/09/21;R2DF34;EQUITY-CASH;BDR;16/08/21;31/12/99;BRR2DFBDR005;BRL;DRN;REDFIN CORPORATION
21/09/21;R2HH34;EQUITY-CASH;BDR;16/08/21;31/12/99;BRR2HHBDR002;BRL;DRN;RH
21/09/21;RADL3;EQUITY-CASH;SHARES;24/06/21;31/12/99;BRRADLACNOR0;BRL;ON      NM;RAIA DROGASIL S.A.
21/09/21;RADL3F;EQUITY-CASH;SHARES;24/06/21;31/12/99;BRRADLACNOR0;BRL;ON      NM;RAIA DROGASIL S.A.
21/09/21;RADL3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;19/12/11;31/12/99;BRRADLTNO002;BRL;ON      NM;RAIA DROGASIL S.A.
21/09/21;RAIL3;EQUITY-CASH;SHARES;23/12/19;31/12/99;BRRAILACNOR9;BRL;ON      NM;RUMO S.A.
21/09/21;RAIL3F;EQUITY-CASH;SHARES;23/12/19;31/12/99;BRRAILACNOR9;BRL;ON      NM;RUMO S.A.
21/09/21;RAIL3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;13/03/17;31/12/99;BRRAILTNO001;BRL;ON      NM;RUMO S.A.
21/09/21;RAIZ4;EQUITY-CASH;SHARES;05/08/21;31/12/99;BRRAIZACNPR6;BRL;PN      N2;RAIZEN S.A.
21/09/21;RAIZ4F;EQUITY-CASH;SHARES;05/08/21;31/12/99;BRRAIZACNPR6;BRL;PN      N2;RAIZEN S.A.
21/09/21;RAIZ4T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;05/08/21;31/12/99;BRRAIZTNP008;BRL;PN      N2;RAIZEN S.A.
21/09/21;RANI3;EQUITY-CASH;SHARES;11/08/21;31/12/99;BRRANIACNOR5;BRL;ON      NM;IRANI PAPEL E EMBALAGEM S.A.
21/09/21;RANI3F;EQUITY-CASH;SHARES;11/08/21;31/12/99;BRRANIACNOR5;BRL;ON      NM;IRANI PAPEL E EMBALAGEM S.A.
21/09/21;RANI3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;10/06/81;31/12/99;BRRANITNO007;BRL;ON      NM;IRANI PAPEL E EMBALAGEM S.A.
21/09/21;RAPT3;EQUITY-CASH;SHARES;26/07/21;31/12/99;BRRAPTACNOR7;BRL;ON      N1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
21/09/21;RAPT3F;EQUITY-CASH;SHARES;26/07/21;31/12/99;BRRAPTACNOR7;BRL;ON      N1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
21/09/21;RAPT3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;19/03/93;31/12/99;BRRAPTTNO009;BRL;ON      N1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
21/09/21;RAPT4;EQUITY-CASH;SHARES;26/07/21;31/12/99;BRRAPTACNPR4;BRL;PN      N1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
21/09/21;RAPT4F;EQUITY-CASH;SHARES;26/07/21;31/12/99;BRRAPTACNPR4;BRL;PN      N1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
21/09/21;RAPT4T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;19/03/93;31/12/99;BRRAPTTNP006;BRL;PN      N1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
21/09/21;RBCO11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBCOCTF007;BRL;CI;RB CAPITAL OFFICE INCOME FDO INV. IMOB.
21/09/21;RBDS11;EQUITY-CASH;FUNDS;01/07/21;31/12/99;BRRBDSCTF006;BRL;CI;RB CAPITAL DESENV. RESID. II FDO INV IMOB - FII
21/09/21;RBED11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBEDCTF006;BRL;CI;FDO INV IMOB RIO BRAVO RENDA EDUCACIONAL - FII
21/09/21;RBFF11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBFFCTF008;BRL;CI;RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOB
21/09/21;RBGS11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBGSCTF009;BRL;CI;RB CAPITAL GENERAL SHOP SULACAP FDO INV IMOB - FII
21/09/21;RBHG11;EQUITY-CASH;FUNDS;15/09/21;31/12/99;BRRBHGCTF002;BRL;CI;RIO BRAVO CREDITO IMOB HIGH GRADE FUND DE INVEST
21/09/21;RBHY11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBHYCTF005;BRL;CI;RIO BRAVO CRÉDITO IMOB. HIGH YIELD FDO. INV. IMOB.
21/09/21;RBIF11;EQUITY-CASH;FUNDS;31/12/99;31/12/99;BRRBIFCTF002;BRL;CI;RIO BRAVO ESG FIC INFRA RENDA FIXA CRÉDITO PRIVADO
21/09/21;RBIR11;EQUITY-CASH;FUNDS;02/03/20;31/12/99;BRRBIRCTF007;BRL;CI;RB CAPITAL DESENV. RESIDENCIAL IV FDO. INV. IMOB.
21/09/21;RBLG11;EQUITY-CASH;FUNDS;02/09/21;31/12/99;BRRBLGCTF004;BRL;CI;RB CAPITAL LOGÍSTICO FDO. INV. IMOB.ye
21/09/21;RBNS11;EQUITY-CASH;UNIT;26/07/21;31/12/99;BRRBNSCDAM14;BRL;UNT;RODOBENS S.A
21/09/21;RBNS11F;EQUITY-CASH;UNIT;26/07/21;31/12/99;BRRBNSCDAM14;BRL;UNT;RODOBENS S.A
21/09/21;RBNS11T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;26/07/21;31/12/99;BRRBNSTNU001;BRL;;
21/09/21;RBNS3;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRBNSACNOR2;BRL;ON;RODOBENS S.A
21/09/21;RBNS4;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRBNSACNPR9;BRL;PN;RODOBENS S.A
21/09/21;RBRD11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBRDCTF008;BRL;CI;RB CAPITAL RENDA II FDO INV IMOB - FII
21/09/21;RBRF11;EQUITY-CASH;FUNDS;13/09/21;31/12/99;BRRBRFCTF003;BRL;CI  ER;RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FDO INV IMOB
21/09/21;RBRL11;EQUITY-CASH;FUNDS;09/09/21;31/12/99;BRRBRLCTF001;BRL;CI;RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO
21/09/21;RBRM11;EQUITY-CASH;FUNDS;13/09/21;31/12/99;BRRBRMCTF009;BRL;CI  ER;FDO INV IMOB - FII RBR DESENVOLVIMENTO
21/09/21;RBRP11;EQUITY-CASH;FUNDS;09/09/21;31/12/99;BRRBRPCTF002;BRL;CI;FDO INV IMOB RBR PROPERTIES - FII
21/09/21;RBRR11;EQUITY-CASH;FUNDS;13/09/21;31/12/99;BRRBRRCTF008;BRL;CI  ER;FDO INV IMOB - FII RBR RENDIMENTO HIGH GRADE
21/09/21;RBRS11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBRSCTF006;BRL;CI;RIO BRAVO RENDA RESIDENCIAL FDO. INVEST. IMOB.
21/09/21;RBRU11;EQUITY-CASH;FUNDS;31/12/99;31/12/99;BRRBRUCTF010;BRL;CI;RB CAPITAL RENDA URBANA FDO. DE INVEST. IMOB
21/09/21;RBRY11;EQUITY-CASH;FUNDS;13/09/21;31/12/99;BRRBRYCTF004;BRL;CI  ER;FDO INV IMOB RBR CREDITO IMOB ESTRUTURADO
21/09/21;RBTS11;EQUITY-CASH;FUNDS;17/12/19;31/12/99;BRRBTSCTF002;BRL;CI;RB CAPITAL TFO SITUS FDO INV IMOB - FII
21/09/21;RBVA11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBVACTF006;BRL;CI;FDO INV IMOB RIO BRAVO RENDA VAREJO - FII
21/09/21;RBVO11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRBVOCTF007;BRL;CI;RIO BRAVO CRÉDITO IMOBILIÁRIO II FDO INV IMOB -FII
21/09/21;RCFA11;EQUITY-CASH;FUNDS;13/05/19;31/12/99;BRRCFACTF007;BRL;CI;GRUPO RCFA FDO INV IMOB
21/09/21;RCFF11;EQUITY-CASH;FUNDS;15/07/21;31/12/99;BRRCFFCTF006;BRL;CI;RBR DESENV COMERCIAL FEEDER FOF FDO INVEST IMOB
21/09/21;RCRB11;EQUITY-CASH;FUNDS;08/09/21;31/12/99;BRRCRBCTF000;BRL;CI;FDO INV IMOB RIO BRAVO RENDA CORPORATIVA
21/09/21;RCRI11B;EQUITY-CASH;FUNDS;26/08/21;31/12/99;BRRCRICTF005;BRL;CI      MB;RB CAPITAL RENDIMENTOS IMOB FDO INV IMOB - FII
21/09/21;RCSL3;EQUITY-CASH;SHARES;23/11/18;31/12/99;BRRCSLACNOR4;BRL;ON;RECRUSUL S.A.
21/09/21;RCSL3F;EQUITY-CASH;SHARES;23/11/18;31/12/99;BRRCSLACNOR4;BRL;ON;RECRUSUL S.A.
21/09/21;RCSL3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;20/01/86;31/12/99;BRRCSLTNO006;BRL;ON;RECRUSUL S.A.
21/09/21;RCSL4;EQUITY-CASH;SHARES;23/11/18;31/12/99;BRRCSLACNPR1;BRL;PN;RECRUSUL S.A.
21/09/21;RCSL4F;EQUITY-CASH;SHARES;23/11/18;31/12/99;BRRCSLACNPR1;BRL;PN;RECRUSUL S.A.
21/09/21;RCSL4T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;20/01/86;31/12/99;BRRCSLTNP003;BRL;PN;RECRUSUL S.A.
21/09/21;RDNI3;EQUITY-CASH;SHARES;26/04/21;31/12/99;BRRDNIACNOR9;BRL;ON      NM;RNI NEGÓCIOS IMOBILIÁRIOS S.A.
21/09/21;RDNI3F;EQUITY-CASH;SHARES;26/04/21;31/12/99;BRRDNIACNOR9;BRL;ON      NM;RNI NEGÓCIOS IMOBILIÁRIOS S.A.
21/09/21;RDNI3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;31/01/07;31/12/99;BRRDNITNO001;BRL;ON      NM;RNI NEGÓCIOS IMOBILIÁRIOS S.A.
21/09/21;RDOR3;EQUITY-CASH;SHARES;10/09/21;31/12/99;BRRDORACNOR8;BRL;ON  EDJ NM;Rede DOr São Luiz S.A.
21/09/21;RDOR3F;EQUITY-CASH;SHARES;10/09/21;31/12/99;BRRDORACNOR8;BRL;ON  EDJ NM;Rede DOr São Luiz S.A.
21/09/21;RDOR3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;10/12/20;31/12/99;BRRDORTNO000;BRL;ON  EDJ NM;Rede DOr São Luiz S.A.
21/09/21;RDPD11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRDPDCTF008;BRL;CI;BB RENDA DE PAPEIS IMOB II FDO INV IMOB - FII
21/09/21;RDSA34;EQUITY-CASH;BDR;12/08/21;31/12/99;BRRDSABDR009;BRL;DRN;ROYAL DUTCH SHELL PLC
21/09/21;RDSA35;EQUITY-CASH;BDR;12/08/21;31/12/99;BRRDSABDR017;BRL;DRN;ROYAL DUTCH SHELL PLC
21/09/21;RECH11;EQUITY-CASH;FUNDS;31/12/99;31/12/99;BRRECHCTF005;BRL;CI;FDO INV IMOB - REC HOTELARIA
21/09/21;RECH13;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRRECHR01M16;BRL;REC;FDO INV IMOB - REC HOTELARIA
21/09/21;RECR11;EQUITY-CASH;FUNDS;09/09/21;31/12/99;BRRECRCTF004;BRL;CI;FDO INV IMOB - FII REC RECEBIVEIS IMOBILIARIOS
21/09/21;RECT11;EQUITY-CASH;FUNDS;09/09/21;31/12/99;BRRECTCTF000;BRL;CI;FDO INV IMOB - FII REC RENDA IMOBILIARIA
21/09/21;RECV3;EQUITY-CASH;SHARES;05/05/21;31/12/99;BRRECVACNOR3;BRL;ON      NM;PETRORECÔNCAVO S.A.
21/09/21;RECV3F;EQUITY-CASH;SHARES;05/05/21;31/12/99;BRRECVACNOR3;BRL;ON      NM;PETRORECÔNCAVO S.A.
21/09/21;RECV3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;05/05/21;31/12/99;BRRECVTNO005;BRL;ON      NM;PETRORECÔNCAVO S.A.
21/09/21;RECX11;EQUITY-CASH;FUNDS;16/09/21;31/12/99;BRRECXCTF002;BRL;CI  ERS;FDO. INV. IMOB. REC FUNDO DE FUNDOS
21/09/21;RECX12;EQUITY-CASH;RIGHTS;24/09/21;24/09/21;BRRECXD01M12;BRL;DIR;FDO. INV. IMOB. REC FUNDO DE FUNDOS
21/09/21;RECX13;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRRECXR01M16;BRL;REC;FDO. INV. IMOB. REC FUNDO DE FUNDOS
21/09/21;REDE3;EQUITY-CASH;SHARES;18/08/21;31/12/99;BRREDEACNOR7;BRL;ON;REDE ENERGIA PARTICIPAÇÕES S.A.
21/09/21;REDE3F;EQUITY-CASH;SHARES;18/08/21;31/12/99;BRREDEACNOR7;BRL;ON;REDE ENERGIA PARTICIPAÇÕES S.A.
21/09/21;REDE3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;21/06/06;31/12/99;BRREDETNO009;BRL;ON;REDE ENERGIA PARTICIPAÇÕES S.A.
21/09/21;REFC4;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRREFCACNPR3;BRL;PN *;REFINADORA CATARINENSE S.A.
21/09/21;REGN34;EQUITY-CASH;BDR;29/04/19;31/12/99;BRREGNBDR005;BRL;DRN;REGENERON PHARMACEUTICALS INC
21/09/21;REIT11;EQUITY-CASH;FUNDS;01/07/21;31/12/99;BRREITCTF007;BRL;CI;SINGULARE FDO INV IMOB - FII
21/09/21;RELG11;EQUITY-CASH;FUNDS;09/09/21;31/12/99;BRRELGCTF008;BRL;CI;FDO INV. IMOB. REC LOGISTICA
21/09/21;RENT3;EQUITY-CASH;SHARES;30/06/21;31/12/99;BRRENTACNOR4;BRL;ON      NM;LOCALIZA RENT A CAR S.A.
21/09/21;RENT3F;EQUITY-CASH;SHARES;30/06/21;31/12/99;BRRENTACNOR4;BRL;ON      NM;LOCALIZA RENT A CAR S.A.
21/09/21;RENT3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;23/05/05;31/12/99;BRRENTTNO006;BRL;ON      NM;LOCALIZA RENT A CAR S.A.
21/09/21;REVE11;EQUITY-CASH;ETF FOREIGN INDEX;15/07/21;31/12/99;BRREVECTF002;BRL;CI;IT NOW RUSSELL® 1000 GREEN REVENUES 50 FDO DE IND
21/09/21;REVE11T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;15/07/21;31/12/99;BRREVETNM005;BRL;;
21/09/21;RFAG3;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRFAGACNOR5;BRL;ON *;REDE FEDERAL ARMAZENS GERAIS FERROV. S/A
21/09/21;RFOF11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRFOFCTF001;BRL;CI;FDO. INVEST. IMOB. RB CAPITAL I FUNDO DE FUNDOS
21/09/21;RHED4;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRHEDACNPR7;BRL;PN *;RHEDE TECNOLOGIA S.A.
21/09/21;RHPY3;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRHPYACNOR2;BRL;ON;RI HAPPY BRINQUEDOS S.A.
21/09/21;RIBC8;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRIBCACNPD3;BRL;PND*;RIBEIRO CORDEIRO IND E COMERCIOS.A.
21/09/21;RIGG34;EQUITY-CASH;BDR;27/07/16;31/12/99;BRRIGGBDR000;BRL;DRN;TRANSOCEAN LTD.
21/09/21;RIOS3;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRIOSACNOR5;BRL;ON;RIO ALTO ENERGIAS RENOVÁVEIS S.A.
21/09/21;RIOT34;EQUITY-CASH;BDR;12/08/21;31/12/99;BRRIOTBDR007;BRL;DRN;RIO TINTO PLC
21/09/21;RIVA3;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRIVAACNOR8;BRL;ON;RIVA 9 EMPREENDIMENTOS IMOBILIÁRIOS S.A.
21/09/21;RJSA3;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRJSAACNOR2;BRL;ON;RJS S.A.
21/09/21;RJSA9;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRRJSAR01OR7;BRL;ON  REC;RJS S.A.
21/09/21;RLTM11;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRLTMA01OR2;BRL;ON  P;RELASTOMER TECNOLOGIA E PARTICIP S.A.
21/09/21;RMAI11;EQUITY-CASH;FUNDS;01/03/21;31/12/99;BRRMAICTF000;BRL;CI;REAG MULTI ATIVOS IMOBILIÁRIOS - FII
21/09/21;RNDP11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRNDPCTF007;BRL;CI;BB RENDA DE PAPÉIS IMOBILIÁRIOS FDO INV IMOB - FII
21/09/21;RNEW11;EQUITY-CASH;UNIT;28/06/21;31/12/99;BRRNEWCDAM15;BRL;UNT     N2;RENOVA ENERGIA S.A.
21/09/21;RNEW11F;EQUITY-CASH;UNIT;28/06/21;31/12/99;BRRNEWCDAM15;BRL;UNT     N2;RENOVA ENERGIA S.A.
21/09/21;RNEW11T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;13/07/10;31/12/99;BRRNEWTNU007;BRL;UNT     N2;RENOVA ENERGIA S.A.
21/09/21;RNEW3;EQUITY-CASH;SHARES;28/06/21;31/12/99;BRRNEWACNOR8;BRL;ON      N2;RENOVA ENERGIA S.A.
21/09/21;RNEW3F;EQUITY-CASH;SHARES;28/06/21;31/12/99;BRRNEWACNOR8;BRL;ON      N2;RENOVA ENERGIA S.A.
21/09/21;RNEW3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;17/07/12;31/12/99;BRRNEWTNO000;BRL;ON      N2;RENOVA ENERGIA S.A.
21/09/21;RNEW4;EQUITY-CASH;SHARES;28/06/21;31/12/99;BRRNEWACNPR5;BRL;PN      N2;RENOVA ENERGIA S.A.
21/09/21;RNEW4F;EQUITY-CASH;SHARES;28/06/21;31/12/99;BRRNEWACNPR5;BRL;PN      N2;RENOVA ENERGIA S.A.
21/09/21;RNEW4T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;17/07/12;31/12/99;BRRNEWTNP007;BRL;PN      N2;RENOVA ENERGIA S.A.
21/09/21;RNGO11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRNGOCTF003;BRL;CI;FDO INV IMOB RIO NEGRO - FII
21/09/21;RNOV12;EQUITY-CASH;FUNDS;31/12/99;31/12/99;BRRNOVCTF010;BRL;CI  ERA;IMMOB I FDO INV IMOB - FII
21/09/21;RNOV14;EQUITY-CASH;FUNDS;31/12/99;31/12/99;BRRNOVCTF028;BRL;CI;IMMOB I FDO INV IMOB - FII
21/09/21;RNOV15;EQUITY-CASH;FUNDS;31/12/99;31/12/99;BRRNOVCTF044;BRL;CI;IMMOB I FDO INV IMOB - FII
21/09/21;RNOV16;EQUITY-CASH;FUNDS;31/12/99;31/12/99;BRRNOVCTF036;BRL;CI;IMMOB I FDO INV IMOB - FII
21/09/21;RNPT4;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRRNPTACNPR7;BRL;PN;RENNER PARTICIPACOES S.A.
21/09/21;ROMI3;EQUITY-CASH;SHARES;21/09/21;31/12/99;BRROMIACNOR8;BRL;ON  EDJ NM;INDUSTRIAS ROMI S.A.
21/09/21;ROMI3F;EQUITY-CASH;SHARES;21/09/21;31/12/99;BRROMIACNOR8;BRL;ON  EDJ NM;INDUSTRIAS ROMI S.A.
21/09/21;ROMI3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;22/06/73;31/12/99;BRROMITNO000;BRL;ON      NM;INDUSTRIAS ROMI S.A.
21/09/21;ROOF11;EQUITY-CASH;FUNDS;31/12/99;31/12/99;BRROOFCTF003;BRL;CI;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I
21/09/21;ROOF13;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRROOFR01M12;BRL;REC;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I
21/09/21;ROOF14;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRROOFR02M11;BRL;REC;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I
21/09/21;ROOF15;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRROOFR03M10;BRL;REC;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I
21/09/21;ROOF16;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRROOFR04M19;BRL;REC;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I
21/09/21;ROOS12;EQUITY-CASH;SHARES;31/12/99;31/12/99;BRROOSA02OR2;BRL;ON  B;ROOSTER S.A. INDUSTRIA DE EQUIPAMENTOS
21/09/21;ROST34;EQUITY-CASH;BDR;03/09/21;31/12/99;BRROSTBDR006;BRL;DRN;ROSS STORES, INC.
21/09/21;RPAD3;EQUITY-CASH;SHARES;28/01/20;31/12/99;BRRPADACNOR1;BRL;ON;ALFA HOLDINGS S.A.
21/09/21;RPAD3F;EQUITY-CASH;SHARES;28/01/20;31/12/99;BRRPADACNOR1;BRL;ON;ALFA HOLDINGS S.A.
21/09/21;RPAD3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;12/12/73;31/12/99;BRRPADTNO003;BRL;ON;ALFA HOLDINGS S.A.
21/09/21;RPAD5;EQUITY-CASH;SHARES;17/08/21;31/12/99;BRRPADACNPA4;BRL;PNA;ALFA HOLDINGS S.A.
21/09/21;RPAD5F;EQUITY-CASH;SHARES;17/08/21;31/12/99;BRRPADACNPA4;BRL;PNA;ALFA HOLDINGS S.A.
21/09/21;RPAD5T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;12/12/73;31/12/99;BRRPADTNA002;BRL;PNA;ALFA HOLDINGS S.A.
21/09/21;RPAD6;EQUITY-CASH;SHARES;28/01/20;31/12/99;BRRPADACNPB2;BRL;PNB;ALFA HOLDINGS S.A.
21/09/21;RPAD6F;EQUITY-CASH;SHARES;28/01/20;31/12/99;BRRPADACNPB2;BRL;PNB;ALFA HOLDINGS S.A.
21/09/21;RPAD6T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;12/12/73;31/12/99;BRRPADTNB000;BRL;PNB;ALFA HOLDINGS S.A.
21/09/21;RPMG3;EQUITY-CASH;SHARES;28/04/16;31/12/99;BRRPMGACNOR9;BRL;ON;REFINARIA DE PETROLEOS MANGUINHOS S.A.
21/09/21;RPMG3F;EQUITY-CASH;SHARES;28/04/16;31/12/99;BRRPMGACNOR9;BRL;ON;REFINARIA DE PETROLEOS MANGUINHOS S.A.
21/09/21;RPMG3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;28/09/73;31/12/99;BRRPMGTNO001;BRL;ON;REFINARIA DE PETROLEOS MANGUINHOS S.A.
21/09/21;RRCI11;EQUITY-CASH;FUNDS;01/09/21;31/12/99;BRRRCICTF005;BRL;CI;RB CAPITAL RECEBÍVEIS IMOB. FDO. INVEST. IMOB FII
21/09/21;RRRP3;EQUITY-CASH;SHARES;12/11/20;31/12/99;BRRRRPACNOR5;BRL;ON      NM;3R PETROLEUM ÓLEO E GÁS S.A
21/09/21;RRRP3F;EQUITY-CASH;SHARES;12/11/20;31/12/99;BRRRRPACNOR5;BRL;ON      NM;3R PETROLEUM ÓLEO E GÁS S.A
21/09/21;RRRP3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;12/11/20;31/12/99;BRRRRPTNO007;BRL;ON      NM;3R PETROLEUM ÓLEO E GÁS S.A
21/09/21;RSID3;EQUITY-CASH;SHARES;19/01/16;31/12/99;BRRSIDACNOR8;BRL;ON      NM;ROSSI RESIDENCIAL S.A.
21/09/21;RSID3F;EQUITY-CASH;SHARES;19/01/16;31/12/99;BRRSIDACNOR8;BRL;ON      NM;ROSSI RESIDENCIAL S.A.
21/09/21;RSID3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;22/07/97;31/12/99;BRRSIDTNO000;BRL;ON      NM;ROSSI RESIDENCIAL S.A.
21/09/21;RSPD11;EQUITY-CASH;FUNDS;04/02/20;31/12/99;BRRSPDCTF006;BRL;CI;RB CAPITAL DESENV RESID III FDO INV IMOB - FII
21/09/21;RSPD13;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRRSPDR04M16;BRL;REC;RB CAPITAL DESENV RESID III FDO INV IMOB - FII
21/09/21;RSPD14;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRRSPDR05M15;BRL;REC;RB CAPITAL DESENV RESID III FDO INV IMOB - FII
21/09/21;RSPD15;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRRSPDR06M14;BRL;REC;RB CAPITAL DESENV RESID III FDO INV IMOB - FII
21/09/21;RSPD16;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRRSPDR07M13;BRL;REC;RB CAPITAL DESENV RESID III FDO INV IMOB - FII
21/09/21;RSPD17;EQUITY-CASH;RECEIPTS;31/12/99;31/12/99;BRRSPDR08M12;BRL;REC;RB CAPITAL DESENV RESID III FDO INV IMOB - FII
21/09/21;RSPZ21H22;FUTURE;ROLLOVER;15/09/21;17/12/21;BRBMEFRSP159;USD;;
21/09/21;RSUL3;EQUITY-CASH;SHARES;01/09/21;31/12/99;BRRSULACNOR6;BRL;ON;METALURGICA RIOSULENSE S.A.
21/09/21;RSUL3F;EQUITY-CASH;SHARES;01/09/21;31/12/99;BRRSULACNOR6;BRL;ON;METALURGICA RIOSULENSE S.A.
21/09/21;RSUL3T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;08/12/88;31/12/99;BRRSULTNO008;BRL;;
21/09/21;RSUL4;EQUITY-CASH;SHARES;01/09/21;31/12/99;BRRSULACNPR3;BRL;PN;METALURGICA RIOSULENSE S.A.
21/09/21;RSUL4F;EQUITY-CASH;SHARES;01/09/21;31/12/99;BRRSULACNPR3;BRL;PN;METALURGICA RIOSULENSE S.A.
21/09/21;RSUL4T;EQUITY-DERIVATE;COMMON EQUITIES FORWARD;29/12/88;31/12/99;BRRSULTNP005;BRL;PN;METALURGICA RIOSULENSE S.A.
